Label,Category,Item,Total clicks,Contact ratio,Total contacts
quelle-est-la-duree-de-la-garantie-sur-mon-produit,Échange et retour,Conditions de retour,1,"407,00%",4
kan-ik-mijn-product-retourneren,Garantie en reparatie,Reparatie onjuist afgehandeld,1,"137,00%",1
wat-als-mijn-product-beschadigd-is-geleverd,Betalen,Kortingen en tegoeden,1,"130,00%",1
kann-ich-im-nachhinein-bezahlen,Beratung und Unterstützung,,1,,0
kan-ik-extra-grote-producten-online-aanmelden,,,1,"0,00%",0
kann-ich-mein-produkt-zurueckzugeben,Sonstiges,Garantiebedingungen,1,"115,00%",1
mijn-bestelling-is-vertraagd-kan-ik-mijn-bestelling-alsnog-vandaag-ontvangen,Ruilen en retourneren,Retourproces,1,"260,00%",3
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,Autre,Hulp bij installatie en gebruik,1,"138,00%",1
est-ce-que-je-peux-retourner-mon-produit,Échange et retour,Processus de retour mal géré,1,"133,00%",1
en-hoe-snel-word-ik-terugbetaald-na-retourneren,Bestellen,Bestelling wijzigen,1,"0,00%",0
what-do-i-have-to-do-to-return-my-product,Other,,1,"0,00%",0
kan-ik-mijn-bestelling-annuleren,Coolblue Zakelijk,Zakelijk bestellen,1,"0,00%",0
wat-is-de-status-van-mijn-retourzending,Garantie en reparatie,Retourstatus,1,"0,00%",0
ma-commande-a-ete-livree-mais-je-n-ai-pas-recu-tous-les-produits,Autre,Commande retardée ou non livrée,1,"146,00%",1
where-can-i-find-my-invoice,Other,Return conditions,1,,0
hoe-meld-ik-online-mijn-reparatie-aan,Garantie en reparatie,"Telefoon-, iPad- en Apple accessoires",1,,0
is-mijn-product-op-voorraad,Leveren en installeren,Voorraad van producten,1,,0
hoe-retourneer-ik-mijn-artikelen,Coolblue Zakelijk,Betalen,1,,0
ik-wil-mijn-retour-wijzigen-of-annuleren,Advies en ondersteuning,Hulp bij installatie en gebruik,1,,0
ik-wil-mijn-adres-wijzigen,Overig,Bezorg- en installatieservices,1,,0
how-can-I-use-my-personal-discount,Other,Discounts and credits,1,"0,00%",0
waar-hebben-jullie-winkels,Ruilen en retourneren,Retour onjuist afgehandeld,1,,0
hoe-kan-ik-betalen,Bestellen,Voorraad van producten,1,"0,00%",0
kunnen-jullie-mijn-pakket-vandaag-nog-bezorgen,Bezorgen en installeren,,1,"0,00%",0
i-didnt-receive-part-of-my-order-what-can-i-do,Payment,Other,1,"222,00%",2
hoe-wordt-de-prijs-van-een-tweedekans-product-bepaald,Bestellen,Acties op producten,1,,0
nemen-jullie-mijn-oude-televisie-mee,Overig,Overig,1,,0
wordt-mijn-oude-apparaat-meegenomen,,Bezorg- en installatieservices,1,"0,00%",0
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,Coolblue Zakelijk,Bezorging,1,"146,00%",1
het-product-heeft-een-aanbieding-en-een-cashback-hoe-hoog-is-mijn-korting,Advies en ondersteuning,Overig,1,"0,00%",0
waar-is-mijn-pakketje,Coolblue Zakelijk,Zakelijk bestellen,1,"0,00%",0
de-vervoerder-stuurt-mijn-bestelling-terug-naar-coolblue-wat-moet-ik-doen,Autre,Commande retardée ou non livrée,1,"130,00%",1
mijn-bestelling-is-geleverd-maar-ik-heb-niet-alle-producten-ontvangen,Leveren en installeren,Overig,1,"140,00%",1
hoe-snel-wordt-ik-terugbetaald-na-retourneren,Ruilen en retourneren,,1,"141,00%",1
hoe-kan-ik-betalen,Betalen,Factuur nasturen,1,"0,00%",0
mijn-product-werkt-niet-goed-wat-kan-ik-doen,Bezorgen en installeren,Bezorg- en installatieservices,1,,0
kann-ich-die-lieferadresse-meiner-bestellung-noch-aendern,Sonstiges,Sonstiges,1,"416,00%",4
ich-habe-einen-teil-meiner-bestellung-nicht-erhalten-was-muss-ich-jetzt-tun,Liefern und installieren,Bestellung verspätet oder nicht geliefert,1,"0,00%",0
wat-is-de-status-van-mijn-bestelling,Betalen,Terugbetaling van annulering,1,"144,00%",1
mijn-bestelling-is-geleverd-maar-ik-heb-niet-alle-producten-ontvangen,Overig,Overig,1,"470,00%",5
ich-moechte-meine-adresse-aendern,Liefern und installieren,Sonstiges,1,"114,00%",1
op-mijn-track--trace-staat-dat-mijn-pakje-bezorgd-is-maar-ik-heb-niks-ontvangen-hoe-kan-dat,Leveren en installeren,Bezorgstatus opvragen,1,"184,00%",2
mijn-bestelling-gaat-terug-naar-coolblue-waarom-kan-mijn-bestelling-niet,Livraison et installation,Commande retardée ou non livrée,1,"0,00%",0
ik-wil-mijn-retour-annuleren,Overig,Retournering of omruiling wijzigen,1,"388,00%",4
waar-is-mijn-pakketje,,Orderbevestiging niet ontvangen,1,"0,00%",0
wie-kann-ich-meinen-persoenlichen-rabatt-verwenden,Umtausch und Rückgabe,Sonstiges,1,"247,00%",2
how-do-i-register-my-repairs-online,Warranty and repair,Repair process,1,"176,00%",2
can-i-pick-up-my-order-in-a-coolblue-store,Stores,Order pickup,1,"211,00%",2
kan-ik-rechtstreeks-contact-opnemen-met-de-winkels,Betalen,Betaalmethodes,1,,0
kan-ik-mijn-bestelling-annuleren,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,1,"0,00%",0
biedt-coolblue-achteraf-betalen-aan,Payment,Payment methods,1,,0
my-product-doesn-t-work-well-what-can-i-do,Order,Other,1,,0
is-reparatie-altijd-gratis,Coolblue Zakelijk,Betalen,1,,0
hoe-meld-ik-online-mijn-retour-aan,Bezorgen en installeren,Bezorg- en installatieservices,1,"0,00%",0
was-passiert-wenn-meine-lieferung-sich-verzoegert,Liefern und installieren,Sonstiges,1,"109,00%",1
wo-kann-ich-meine-rechnung-finden,Umtausch und Rückgabe,Rechnung nachsenden,1,"0,00%",0
waar-kan-ik-vinden-of-een-product-op-voorraad-is-in-een-winkel,Overig,Voorraad en assortiment,1,"196,00%",2
wat-moet-ik-doen-om-mijn-product-te-laten-repareren,Garantie en reparatie,"Telefoon-, iPad- en Apple accessoires",1,,0
waar-is-mijn-pakketje,Ruilen en retourneren,Retour of omruiling aanmelden,1,"0,00%",0
kan-ik-mijn-product-retourneren-in-de-winkel,,,1,"0,00%",0
wie-lange-dauert-es-bis-ich-mein-neues-produkt-erhalte,Umtausch und Rückgabe,Sonstiges,1,"149,00%",1
can-i-pay-with-ecocheques,Delivery and installation,Delivery and installation services,1,,0
kann-ich-besonders-grosse-produkte-wie-haushaltsgrossgeraete-und-kuechengeraete-online-zur-reparatur-anmelden,Sonstiges,Reparatur anmelden,1,,0
waar-moet-ik-op-letten-in-de-voorbereiding-van-de-levering-van-mijn,Leveren en installeren,Bestelling vertraagd of niet geleverd,1,"134,00%",1
waar-kan-ik-mijn-factuur-vinden,Ruilen en retourneren,Retourstatus,1,"162,00%",2
do-i-have-to-pay-in-advance-if-i-want-to-pick-up-a-product-in-the-store,Order,Other,1,"197,00%",2
de-vervoerder-stuurt-mijn-bestelling-terug-naar-coolblue-wat-moet-ik-doen,Livraison et installation,Services de livraison et d'installation,1,"0,00%",0
wat-als-mijn-product-beschadigd-is-geleverd,Garantie en reparatie,Onvolledige of beschadigde bestelling,1,,0
op-mijn-postnl-track--trace-staat-dat-mijn-pakket-bezorgd-is-maar-ik-heb-niks-ontvangen-hoe-kan-dat,Ruilen en retourneren,Retourproces,1,"0,00%",0
das-produkt-das-ich-kaufen-moechte-ist-teurer-geworden-was-jetzt,Beratung und Unterstützung,Beratung beim Kauf,1,,0
how-can-i-pay-with-ecocheques,Delivery and installation,Delivery and installation services,1,,0
est-ce-que-je-peux-retourner-mon-produit,Garantie et réparation,Cout de la réparation,1,"0,00%",0
hoe-vraag-ik-een-cashback-aan,Bezorgen en installeren,Onvolledige of beschadigde bestelling,1,,0
wat-als-ik-met-ideal-heb-betaald-maar-nog-geen-orderbevestiging-heb-ontvangen,Overig,Overig,1,"0,00%",0
hoe-kan-ik-een-bestelling-plaatsen,Bezorgen en installeren,,1,"0,00%",0
comment-demander-un-devis,Coolblue Business,Payer,1,"125,00%",1
hoe-meld-ik-online-mijn-reparatie-aan,Overig,Reparatiestatus,1,"0,00%",0
are-repairs-always-free,Other,Warranty conditions,1,"0,00%",0
kan-ik-mijn-product-laten-repareren-bij-coolblue,Garantie en reparatie,Reparatie onjuist afgehandeld,1,"0,00%",0
wat-moet-ik-doen-om-mijn-product-te-retourneren,Overig,Hulp bij installatie en gebruik,1,"0,00%",0
mon-track-trace-indique-que-mon-paquet-a-ete-livre-mais-je-n-ai-rien-recu-comment-est-ce-possible,Coolblue Business,Livraison,1,"147,00%",1
que-faire-si-ma-livraison-a-ete-retardee,Échange et retour,Processus de retour mal géré,1,"0,00%",0
is-reparatie-altijd-gratis,Bezorgen en installeren,Overig,1,"0,00%",0
wordt-mijn-oude-apparaat-meegenomen,Bestellen,Advies bij aankoop,1,,0
can-i-register-extra-large-products-such-as-white-goods-and-kitchen-appliances-as-a-return-online-as-well,Exchange and return,Return process,1,"210,00%",2
kan-ik-mijn-bestelling-ook-afhalen-bij-een-coolblue-winkel,Advies en ondersteuning,Advies bij aankoop,1,"0,00%",0
waar-is-mijn-pakketje,Overig,Retour of omruiling aanmelden,1,"142,00%",1
where-is-my-package,Leveren en installeren,Bestelling vertraagd of niet geleverd,1,,0
extra-grote-producten-aanmelden-reparatie,Ruilen en retourneren,Garantievoorwaarden,1,,0
waar-kan-ik-mijn-factuur-vinden,Betalen,Kortingen en tegoeden,1,"0,00%",0
hoe-retourneer-ik-mijn-artikelen,Overig,Advies bij aankoop,1,,0
does-coolblue-offer-paying-afterwards,Payment,Discounts and credits,1,"0,00%",0
wat-is-een-cashback-actie,Bestellen,Voorraad van producten,1,,0
kan-ik-op-rekening-bestellen,,,1,"0,00%",0
comment-enregistrer-mon-produit-a-reparer-en-ligne,Garantie et réparation,Autre,1,"142,00%",1
hoe-meld-ik-online-mijn-retour-aan,Bestellen,Overig,1,"0,00%",0
hoe-vraag-ik-een-cashback-aan,Overig,Advies bij aankoop,1,"0,00%",0
welche-art-von-garantie-habe-ich,Sonstiges,Sonstiges,1,,0
wo-ist-mein-paket,,Zahlungsarten,1,"168,00%",2
is-reparatie-altijd-gratis,Betalen,Overig,1,"0,00%",0
wanneer-heeft-mijn-product-gebruikersschade,Overig,Kosten van reparatie,1,"0,00%",0
wat-moet-ik-doen-om-mijn-product-te-retourneren,Garantie en reparatie,,1,"130,00%",1
kan-ik-een-zakelijke-bestelling-ophalen-in-de-winkel-,Coolblue Zakelijk,Betalen,1,,0
wie-muss-ich-mein-produkt-einpacken-um-es-zurueckzuschicken,Umtausch und Rückgabe,Sonstiges,1,"247,00%",2
wat-voor-soort-garantie-heb-ik,Ruilen en retourneren,Retour of omruiling aanmelden,1,"0,00%",0
hoe-retourneer-ik-mijn-artikelen,Overig,Bestelling vertraagd of niet geleverd,1,"327,00%",3
kan-ik-met-ecocheques-betalen,Winkels,Overig,1,"0,00%",0
hoe-ontvang-ik-mijn-terugbetaling,Bestellen,Bestelling wijzigen,1,"0,00%",0
wat-voor-soort-garantie-heb-ik,Overig,Reparatiestatus,1,"163,00%",2
que-se-passe-t-il-si-je-ne-suis-pas-a-la-maison,Livraison et installation,Services de livraison et d'installation,1,"147,00%",1
the-product-i-want-to-buy-has-increased-in-price-what-now,Other,Price of products,1,"0,00%",0
hoe-vraag-ik-een-offerte-aan,,Zakelijk bestellen,1,"0,00%",0
wie-houdt-mij-op-de-hoogte-over-mijn-reparatie-coolblue-of-de-reparateur,Garantie en reparatie,Garantievoorwaarden,1,"0,00%",0
est-ce-que-je-peux-retourner-mon-produit,Échange et retour,Autre,1,,0
was-muss-ich-tun-wenn-ich-meine-bestellung-nicht-erhalten-habe,Liefern und installieren,Sonstiges,1,"174,00%",2
hoe-snel-wordt-ik-terugbetaald-na-retourneren,Garantie en reparatie,Reparatiestatus,1,"165,00%",2
comment-enregistrer-mon-produit-a-reparer-en-ligne,Autre,Processus de réparation,1,"0,00%",0
hoe-wordt-de-prijs-van-een-tweedekans-product-bepaald,Betalen,Overig,1,"140,00%",1
what-type-of-warranty-do-i-have,Other,Other,1,"0,00%",0
wat-als-ik-dubbel-betaald-heb,Bestellen,Orderbevestiging niet ontvangen,1,"0,00%",0
ik-ga-mijn-pakketje-ophalen-wat-is-het-adres-van-mijn-afhaalpunt,Bezorgen en installeren,Overig,1,"0,00%",0
waar-kan-ik-mijn-factuur-vinden,Ruilen en retourneren,Retour of omruiling aanmelden,1,,0
est-il-possible-de-retourner-un-produit-achete-avec-un-cheque-cadeau,Commander,Autre,1,"0,00%",0
hoeveel-garantie-heb-ik-op-mijn-product,Ruilen en retourneren,Overig,1,,0
het-product-heeft-een-aanbieding-en-een-cashback-hoe-hoog-is-mijn-korting,Overig,,1,"146,00%",1
wat-als-heb-betaald-met-bancontact-maar-geen-orderbevestiging-heb-ontvangen,Leveren en installeren,Levering wijzigen,1,"0,00%",0
can-i-have-my-order-delivered-on-appointment,Delivery and installation,Order delayed or not delivered,1,"0,00%",0
installeren-jullie-mijn-nieuwe-televisie-voor-me,Bezorgen en installeren,Bezorging wijzigen,1,"248,00%",2
kan-ik-mijn-gerepareerde-product-in-de-winkel-ophalen,Winkels,Overig,1,"0,00%",0
waar-is-mijn-pakketje,Overig,Betaling mislukt of geweigerd,1,"185,00%",2
hoe-meld-ik-online-mijn-retour-aan,Winkels,Retour of omruiling aanmelden,1,"150,00%",2
can-you-help-me-with-the-installation-and-use-of-my-product,Advice and support,Help with installation and use,1,"164,00%",2
hoe-lang-duurt-mijn-reparatie-in-de-winkel,Ruilen en retourneren,Retour of omruiling aanmelden,1,,0
how-do-i-return-my-products,Other,Other,1,"0,00%",0
hoe-kan-ik-de-bezorger-verrassen,Delivery and installation,,1,"268,00%",3
waar-kan-ik-de-status-van-mijn-terugbetaling-vinden,Bestellen,Bestelling wijzigen,1,"0,00%",0
hoe-retourneer-ik-mijn-artikelen,Winkels,Bestelling ophalen,1,,0
are-repairs-always-free,Other,Register a repair,1,,0
ik-zag-dat-jullie-authorised-service-provider-zijn-wat-houdt-dit-in,Ruilen en retourneren,Retourstatus,1,,0
quelle-est-la-duree-de-la-garantie-sur-mon-produit,Autre,Conditions de garantie,1,"159,00%",2
est-ce-que-je-peux-retourner-mon-produit,Garantie et réparation,Autre,1,"0,00%",0
kan-ik-mijn-bestelling-op-afspraak-laten-bezorgen,Bezorgen en installeren,Bezorgstatus opvragen,1,"141,00%",1
ik-kan-mijn-coolbluetegoed-niet-verrekenen-wat-nu,Payment,Discounts and credits,1,"0,00%",0
how-do-i-register-my-repairs-online,Exchange and return,Warranty conditions,1,"0,00%",0
wat-moet-ik-doen-als-ik-mijn-pakket-niet-heb-ontvangen,,Bezorgstatus opvragen,1,"132,00%",1
wat-zijn-de-algemene-voorwaarden-voor-zakelijke-klanten,Leveren en installeren,Onvolledige of beschadigde bestelling,1,"130,00%",1
zijn-alle-coolblue-winkels-open,Advies en ondersteuning,Overig,1,,0
kan-ik-mijn-factuur-wijzigen,Coolblue Zakelijk,Factuur wijzigen,1,,0
wat-is-de-status-van-mijn-bestelling,Overig,Betaalmethodes,1,"0,00%",0
wie-kann-ich-bezahlen,Bezahlen,Rechnung ändern,1,"114,00%",1
kan-ik-mijn-bestelling-wijzigen,Coolblue Zakelijk,Bezorging,1,"0,00%",0
what-if-i-didnt-receive-an-invoice,Payment,Send invoice,1,"134,00%",1
kan-ik-mijn-bestelling-op-afspraak-laten-bezorgen,Bezorgen en installeren,Bestelling vertraagd of niet geleverd,1,"0,00%",0
kann-ich-besonders-grosse-produkte-wie-haushaltsgrossgeraete-und-kuechengeraete-online-zurueckgeben,Umtausch und Rückgabe,Sonstiges,1,"0,00%",0
hoe-lang-duurt-een-reparatie,Garantie en reparatie,Reparatie onjuist afgehandeld,1,"284,00%",3
moet-ik-iets-betalen-voor-het-terugsturen-van-mijn-product,Winkels,Services,1,"178,00%",2
does-it-have-to-be-a-device-i-purchased-at-coolblue,Warranty and repair,"Phone, iPad, and Apple accessories",1,"270,00%",3
kan-ik-extra-grote-producten-zoals-witgoed-en-keukenapparatuur-ook-online,Coolblue Zakelijk,Ruilen en retourneren,1,"0,00%",0
ist-meine-reparatur-kostenlos,Umtausch und Rückgabe,Garantiebedingungen,1,,0
can-i-pay-with-cash,Order,Other,1,"197,00%",2
kann-ich-die-lieferadresse-meiner-bestellung-noch-aendern,Liefern und installieren,Sonstiges,1,"0,00%",0
est-ce-que-je-peux-commander-des-produits-sans-tva,Autre,Effectuer une commande professionnelle,1,"157,00%",2
waar-kan-ik-mijn-factuur-vinden,Bestellen,,1,"0,00%",0
hoe-meld-ik-online-mijn-retour-aan,Garantie en reparatie,Retourvoorwaarden,1,"0,00%",0
waarom-krijg-ik-een-prijsopgave,Bezorgen en installeren,Bezorging wijzigen,1,"0,00%",0
what-do-i-have-to-do-to-have-my-product-repaired,Warranty and repair,Register a repair,1,"0,00%",0
waar-kan-ik-mijn-factuur-vinden,Overig,Services,1,"0,00%",0
wat-voor-retourmogelijkheden-heb-ik,Bestellen,Advies bij aankoop,1,"0,00%",0
nehmt-ihr-mein-altgeraet-mit,Beratung und Unterstützung,Hilfe bei Installation und Verwendung,1,,0
wat-moet-ik-doen-als-ik-mijn-verzendlabel-niet-kan-printen,Leveren en installeren,Bestelling vertraagd of niet geleverd,1,,0
can-i-change-my-order,Delivery and installation,Incomplete or damaged order,1,"187,00%",2
hoe-retourneer-ik-mijn-artikelen,Bezorgen en installeren,Bezorgstatus opvragen,1,,0
wat-moet-ik-doen-om-mijn-product-te-retourneren,Advies en ondersteuning,Advies bij aankoop,1,"0,00%",0
hoe-vraag-ik-een-cashback-aan,Bezorgen en installeren,Overig,1,"0,00%",0
hoe-weet-ik-wanneer-mijn-bestelling-klaarligt-in-de-winkel,Overig,Bestelling ophalen,1,"220,00%",2
ik-wil-mijn-product-in-de-winkel-retourneren,Ruilen en retourneren,Retourvoorwaarden,1,,0
can-you-help-me-with-installing-and-using-my-product,Delivery and installation,Help with installation and use,1,,0
mijn-bestelling-is-vertraagd-kan-ik-mijn-bestelling-alsnog-vandaag-ontvangen,Overig,Bezorgstatus opvragen,1,"169,00%",2
hoe-werkt-het-als-je-witgoed-of-keukenapparatuur-besteld-met-extra-services,Bestellen,Bestelling wijzigen,1,"0,00%",0
wat-is-de-status-van-mijn-retourzending,Overig,Retour onjuist afgehandeld,1,"188,00%",2
can-i-return-my-product,Exchange and return,Other,1,,0
where-are-your-stores,Stores,Opening hours and accessibility,1,,0
wanneer-heeft-mijn-product-gebruikersschade,Bezorgen en installeren,Bezorging wijzigen,1,"0,00%",0
wat-is-een-cashback,Ruilen en retourneren,Retour onjuist afgehandeld,1,"151,00%",2
comment-modifier-ma-commande,,,1,"123,00%",1
wie-houdt-mij-op-de-hoogte-over-mijn-reparatie-coolblue-of-de-reparateur,,,1,"0,00%",0
can-i-order-products-without-vat,Coolblue Business,Payment,1,"0,00%",0
installeren-jullie-mijn-nieuwe-televisie-voor-me,Bestellen,Overig,1,"279,00%",3
is-mijn-product-op-voorraad,Bezorgen en installeren,Bezorgstatus opvragen,1,,0
kan-ik-op-rekening-bestellen,Bestellen,Overig,1,"254,00%",3
waar-kan-ik-mijn-factuur-vinden,Ruilen en retourneren,Retournering of omruiling wijzigen,1,"0,00%",0
wat-betekent-de-voorraadstatus-nooit-meer-leverbaar,Winkels,Bestelling ophalen,1,,0
why-isnt-the-payment-status-of-my-coolblue-incorrect,Payment,Payment failed or declined,1,,0
wie-oft-bekomme-ich-ein-update-zu-meiner-reparatur,Umtausch und Rückgabe,Rückgabeprozess,1,"0,00%",0
how-can-i-cancel-my-order,Bestellen,Bestelling wijzigen,1,"146,00%",1
ik-kan-mijn-coolbluetegoed-niet-verrekenen-wat-nu,,Kortingen en tegoeden,1,"0,00%",0
how-do-i-return-my-products,Advice and support,Help with installation and use,1,,0
kan-ik-mijn-bestelling-wijzigen,Ruilen en retourneren,Retourproces,1,"0,00%",0
is-reparatie-altijd-gratis,,Kosten van reparatie,1,"0,00%",0
wat-als-mijn-bezorging-vertraagd-is,,Bestelling vertraagd of niet geleverd,1,"0,00%",0
how-can-i-change-my-invoice,,,1,"115,00%",1
que-faire-si-je-n-ai-pas-recu-ma-commande,Livraison et installation,Modifier la livraison,1,"253,00%",3
ma-commande-a-ete-livree-mais-je-n-ai-pas-recu-tous-les-produits,,Services de livraison et d'installation,1,,0
ik-wil-mijn-product-in-de-winkel-retourneren,Advies en ondersteuning,Hulp bij installatie en gebruik,1,"0,00%",0
que-se-passe-t-il-si-je-ne-suis-pas-a-la-maison,Livraison et installation,Commande retardée ou non livrée,1,"133,00%",1
kann-ich-ein-mit-einem-geschenkgutschein-bezahltes-produkt-zuruecksenden,Bestellen,Sonstiges,1,"0,00%",0
hoe-kan-ik-betalen,Payment,Payment methods,1,,0
est-ce-que-j-ai-une-garantie-sur-un-produit-deuxieme-chance,Échange et retour,Autre,1,"0,00%",0
why-do-i-receive-a-quote,Warranty and repair,Repair process,1,"227,00%",2
moet-ik-op-voorhand-betalen-als-ik-een-bestelling-wil-ophalen-in-de-winkel,,Bestelling ophalen,1,"0,00%",0
wie-kann-ich-meine-bestellung-aendern,Liefern und installieren,Lieferstatus anfordern,1,,0
which-return-options-do-I-have,Exchange and return,Other,1,,0
je-veux-modifier-ou-annuler-mon-retour,Échange et retour,Processus de retour mal géré,1,"142,00%",1
les-promotions-concernent-elles-aussi-les-produits-deuxieme-chance,Commander,Promotions sur les produits,1,"0,00%",0
kan-ik-mijn-product-retourneren-in-de-winkel,Garantie en reparatie,Overig,1,,0
hoe-kan-ik-de-bezorger-verrassen,Livraison et installation,Commande retardée ou non livrée,1,"128,00%",1
how-much-warranty-do-i-have-on-my-product,,,1,"0,00%",0
where-is-my-package,Delivery and installation,Other,1,"0,00%",0
de-betaalstatus-in-mijncoolblue-klopt-niet,Bestellen,Orderbevestiging niet ontvangen,1,"0,00%",0
kan-ik-mijn-coolbluetegoed-in-delen-gebruiken,,Kortingen en tegoeden,1,"0,00%",0
how-do-i-register-my-repair-online,Warranty and repair,Other,1,"0,00%",0
kunnen-jullie-me-helpen-bij-de-installatie-en-het-gebruik-van-mijn-product,Winkels,Hulp bij installatie en gebruik,1,"0,00%",0
wat-als-ik-mijn-verzendlabels-niet-kan-printen,Ruilen en retourneren,Retournering of omruiling wijzigen,1,"163,00%",2
